# id,solution_81chars
937,835479261179628435462315978654897123913542786728136549396754812541283697287961354
938,192746583783195246546823179274618935815934627369572814657381492431259768928467351
939,543689271689127345127354698465713829231498756798265413912876534356942187874531962
940,459361782278495316163278945645932178917586423832714569721653894386149257594827631
941,412783659637951482859426731275698314346172598981345267128564973593217846764839125
942,896452173135679248742183596589321467417865329623794851368547912274918635951236784
943,817952643423768951569143782631294578745386219298571436982415367174639825356827194
944,687259143321486579954731862895623417476915328132874695249568731718342956563197284
945,951726348368419725472358916296537184584691273713842659825163497649275831137984562
946,395674281764218953128935647473596128259187364681423579947362815532841796816759432
947,718436592293518674546729138457682319962143857831957426179865243624371985385294761
948,583641297694827315712539486259786143847315629136294758425973861361458972978162534
949,463859217571234689892617534628971345315486792749325168184562973956743821237198456
950,329785416485316297671294853914628375253947168768531924847169532136452789592873641
951,153792468624138759897645213245913876789256341316874592962587134471329685538461927
952,679532481285914736134687952863425179912763548547198263796851324351246897428379615
953,453182697681759234927364851738496125564231789192875346215643978379518462846927513
954,165874329294356817783192654829743165436518792571629483358967241947281536612435978
955,314698725297154386856732419185349672973826154642517938569271843728463591431985267
956,678139542914582367325764891792813654543627918861945273137296485289451736456378129
957,547186293916253748238497651352869174764521839189734562823975416495612387671348925
958,862573914714629835935418762187345629346982157529167348471296583658734291293851476
959,852497613496153728731826594584631279123978465679245381348712956215369847967584132
960,217945386365281794948367521159423867426718953783596142874152639632879415591634278
961,946135728275894361318762954831546279769283415524971836683457192452319687197628543
962,938452716514673289267891435726139548381564927459728361875346192693217854142985673
963,215796843743825196986134527374218659692543781158679432867952314421387965539461278
964,152978346784163259963452781478319625619527834235684197826795413397841562541236978
965,694213875821574369357698214972856143186439752543127986238765491715942638469381527
966,328179465145836729697254318469723581583491672712685934274968153831547296956312847
967,215397846769584213384612579853729164692431758471856932536978421927143685148265397
968,439867521851492637627315984148259763792136845365784192573628419284971356916543278
969,742165389631948275859237461178356924496821537523479618964783152285614793317592846
970,483175692219468375567392148321654789746819253895237416678521934152943867934786521
971,632457198158926743794183652463819275219675384587234961876341529345792816921568437
972,198576234465382179237941586783195642654827391921634857849213765572468913316759428
973,218576439496238715753491268625847391831629547974315682587964123349152876162783954
974,796314258125789436348265179473192685689543721251678394814937562932456817567821943
975,527384916631795428849261375412578639978632541356149782265417893783926154194853267
976,698153247524798631713426985861247593479835162235961478156379824382614759947582316
977,658349127179682435234157689946728351325961874781534296467893512892415763513276948
978,732156489481279356659834217917423568325687194864915723173568942548392671296741835
979,327456189418297536659813274584361792793528461162974853946782315835149627271635948
980,861352749539741826742689513385126497914573682627498135493865271258917364176234958
981,468193752521768349739524861316459287284671935957832614173946528645287193892315476
982,254386791138974256697152843812465937946837125573291468789543612425618379361729584
983,619372458832514679475968231783296514561843927294157386156729843347685192928431765
984,245961837136728549897345162362819475479253681581476293614597328928134756753682914
985,152369784379458612846127359467281935518934267293675148724513896635892471981746523
986,712963548536847192894521637927634851351789426468215379245178963683492715179356284
987,176923458832154976594867231289376514751498623463512897618235749945781362327649185
988,736819245924573618815264973349158762567392481281746539178425396653987124492631857
989,534286719689714325217395486145879632962153874378462591726948153853621947491537268
990,547631289968245173321798456632987514475163892189452637854329761213576948796814325
991,798314526364529871215678493421793658983256714657841932576182349842935167139467285
992,135482967749635128628971354817243695354869712962157843586394271491728536273516489
993,724391586853267941196854237231479865468513729975628413689732154312945678547186392
994,714923856869157324352684791128379465936415278547862139281796543495231687673548912
995,487925361562137489931846527795614238614382795823759146246591873359278614178463952
996,182345679576291384493867152238154967619738245754926813825419736361572498947683521
997,986721435123564987457983126531897264648235791279146358792618543814359672365472819
998,867124539234795168159368274312486957645972381978513642723649815486251793591837426
999,197368254234157968586942371821734596745691823369285147912473685453826719678519432
1000,947356821268917435315428796172869354839245167456731982683574219721693548594182673
